CNE_EIC,Type,lng,lat
11T0-0000-0949-E,Line,14,51.64
11TD8L463------C,Line,10.9903,50.5742
11TD8L464------4,Line,11.0103,50.5942
11T0-0000-0008-4,Line,13.3178,53.7367
11T0-0000-0009-1,Line,13.1786,53.6242
11T0-0000-0010-O,Line,13.1786,53.6242
11TD8L551------R,Line,14.5074,51.4134
11TD8L552------J,Line,14.5274,51.43340000000001
11TD8L557------G,Line,14.5074,51.4134
11TD8L558------8,Line,14.5274,51.43340000000001
11TD8L275------7,Line,12.214,54.0998
11TD8L543------K,Line,12.234,54.11980000000001
11TD8L544------C,Line,12.254,54.1398
11TD8L305------N,Line,13.9568,53.2521
11TD8L906------T,Line,13.3097,52.5225
11TD8L592------K,Line,13.8408,50.9895
11TD8L591------S,Line,13.8408,50.9895
11TD8L454------D,Line,10.3858,51.0019
11TD8L547------P,Line,14.5112,52.1616
11T0000000000023,Line,14.5312,52.1816
11TD8L587------Q,Line,12.5171,51.1565
11TD8L588------I,Line,12.5371,51.1765
11TD8L203------C,Line,12.5171,51.1565
11TD8L208------9,Line,12.5171,51.1565
11TD8L357-----0Y,Line,12.5171,51.1565
11TD8L358------S,Line,12.5371,51.1765
11T0-0000-0042-6,Line,11.6442,51.9085
11TD8L594------4,Line,13.2557,50.9308
11TD8L921------E,Line,13.4561,52.5215
11TD8L922------6,Line,13.4761,52.54150000000001
11TD8L919------X,Line,13.4561,52.5215
11TD8L920------M,Line,13.4761,52.54150000000001
11TD8L423------B,Line,11.3727,53.6011
11TD8L517-----1B,Line,13.2633,52.9943
11TD8L565------N,Line,14.4692,51.5544
11TD8L566------F,Line,14.4892,51.5744
11TD8L541-----0Y,Line,14.4692,51.5544
11TD8L542------S,Line,14.4892,51.5744
11TD8L514-----1Z,Line,12.186,53.816
11TD8L553------B,Line,14.9462,51.0621
11TD8L554------3,Line,14.9662,51.0821
11TD8L951------O,Line,9.9841,53.7421
11TD8L952------G,Line,10.0041,53.7621
11TD8L961------F,Line,10.1598,53.555
11TD8L962------7,Line,10.1798,53.575
11TD8L991------P,Line,10.1598,53.555
11TD8L992------H,Line,10.1798,53.575
11TD8L971------6,Line,9.9099,53.4884
11TD8L972------Z,Line,9.9299,53.5084
11T0000000000015,Line,14.1372,52.4426
11TD8L295------Q,Line,13.2065,52.6578
11TD8L499------B,Line,13.0584,51.8
11TD8L500------6,Line,13.0584,51.8
11TD8L538------Q,Line,11.5151,51.5846
11TD8L419------9,Line,10.4136,53.4134
11TD8L420------Z,Line,10.4136,53.4134
11TD8L471------J,Line,11.891,51.4054
11TD8L472------B,Line,11.911,51.4254
11TD8L535------D,Line,11.891,51.4054
11TD8L475------O,Line,13.6821,54.1394
11T0-0000-0007-7,Line,13.6821,54.1394
11TD8L313------U,Line,13.6821,54.1394
11TD8L314------M,Line,13.7021,54.15940000000001
11TD8L509------8,Line,13.6821,54.1394
11TD8L510------Y,Line,13.7021,54.15940000000001
11TD8L318------R,Line,13.0803,54.2857
11TD8L317-276--N,Line,13.0803,54.2857
11TD8L504------B,Line,12.2632,51.7401
11TD8L301------I,Line,13.5242,52.5356
11TD8L302------A,Line,13.5242,52.5356
11TD8L520------P,Line,13.7047,52.5384
11TD8L495------6,Line,13.7047,52.5384
11TD8L496------Z,Line,13.7247,52.55840000000001
11TD8L328------I,Line,11.90017,53.40724
11TD8L332-322--6,Line,11.90017,53.40724
11TD8L315------E,Line,14.034,53.5081
11TD8L316------6,Line,14.054,53.5281
11TD8L516------N,Line,11.8533,53.0863
11T0-0000-0948-H,Line,14.4286,51.8881
11TD8L560------Q,Line,14.4286,51.8881
11TD8L589------A,Line,12.337,51.1972
11TD8L590-----0Y,Line,12.357,51.21720000000001
11TD8L596------P,Line,12.1089,53.2505
11TD8L515------V,Line,12.1089,53.2505
11TD8L532------0,Line,13.9057,51.876
11TD8L502-----1N,Line,13.9057,51.876
11T0-0000-0041-9,Line,13.9257,51.896
11TD8L539------I,Line,13.9057,51.876
11TD8L540------7,Line,13.9257,51.896
11T0-0000-0040-C,Line,13.9057,51.876
11T0-0000-0043-3,Line,13.9057,51.876
11TD8L562------A,Line,13.9257,51.896
11TD8L574------M,Line,11.6465,50.5336
11TD8L575------E,Line,11.6465,50.5336
11TD8L904------8,Line,13.2489,52.5316
11TD8L903------G,Line,13.2489,52.5316
11TD8L207------H,Line,12.811,50.859
11TD8L573------U,Line,12.831,50.879
11TD8L555------W,Line,14.2193,51.1205
11TD8L556------O,Line,14.2393,51.1405
11TD8L503-----1F,Line,13.157,51.8288
11TD8L512-----1E,Line,13.1434,53.9079
11TD8L513-----16,Line,13.1434,53.9079
11T0-0000-0979-2,Line,11.72678,52.5689
11T0-0000-0980-P,Line,11.74678,52.5889
11TD8L489------K,Line,11.76678,52.6089
11TD8L490------9,Line,11.78678,52.6289
11TD8L585------5,Line,13.3823,51.3567
11TD8L586------Y,Line,13.4023,51.3767
11TD8L571------9,Line,13.3823,51.3567
11TD8L572------1,Line,13.4023,51.3767
11TD8L907------L,Line,13.2116,52.5808
11TD8L908------D,Line,13.2316,52.60080000000001
11TD8L522------9,Line,13.3049,52.2309
11T0-0000-2182-A,Line,14.2677,53.0987
11T0-0000-0110-J,Line,14.2677,53.0987
11T0-0000-2031-1,Line,14.2877,53.1187
11TD8L306------F,Line,14.2677,53.0987
11TD8L467------H,Line,11.1241,51.0003
11TD8L468------9,Line,11.1441,51.02030000000001
11TD8L415------4,Line,11.1241,51.0003
11TD8L416------X,Line,11.1241,51.0003
11TD8L367------R,Line,11.1241,51.0003
11TD8L368------J,Line,11.1441,51.02030000000001
11TD8L424------3,Line,11.6992,53.5736
11TD8L437------7,Line,11.639,52.2693
11TD8L438-----0Y,Line,11.659,52.2893
11TD8L536------5,Line,11.639,52.2693
11TD8L493------M,Line,11.639,52.2693
11TD8L494------E,Line,11.639,52.2693
11TD8L291------L,Line,13.5059,52.4741
11TD8L521-525--G,Line,12.9419,52.5609
11TD8L498------J,Line,12.9419,52.5609
11TD8L526------E,Line,12.9419,52.5609
11TD400000598-LE,Line,9.37,48.72
11TD400000597-LI,Line,9.37,48.72
11TD400000568-LT,Line,8.52,49.32
11TD400000580-LE,Line,8.52,49.32
11TD400000559-LU,Line,8.49,47.81
11TD400000569-LP,Line,8.49,47.81
11TD400000581-LA,Line,8.64,48.89
14T-220-0-002977,Line,16.38283,48.35867
14T-220-0-002985,Line,16.40283,48.37867
14T-380-0-0436AJ,Line,16.42283,48.39867
14T-380-0-443AK0,Line,16.44283,48.41867
14T-380-0-0444AL,Line,16.46283,48.43866999999999
14T-220-0-0228BT,Line,16.38283,48.35867
14T-380-0-0444CH,Line,16.38283,48.35867
14T-220-0-00227S,Line,16.38283,48.35867
14T-380-0-0436BH,Line,16.40283,48.37867
14T-220-0-00207Y,Line,16.38283,48.35867
14T-220-0-00208W,Line,16.40283,48.37867
14T-380-0-0443BM,Line,16.38283,48.35867
11TD400000566-L0,Line,8.12,48.71
11TD400000600-LB,Line,9.56,48.71
11TD400000601-L7,Line,9.56,48.71
11TD400000538-L7,Line,9.81,47.14
11TD400000537-LB,Line,9.83,47.16
11TD400000588-LJ,Line,8.31,48.9
11TD400000577-LS,Line,8.33,48.92
11TD400000590-L9,Line,8.31,48.9
11TD400000584-LZ,Line,8.33,48.92
11T-D4-D7-00004Q,Line,8.31,48.9
11TD400000586-LR,Line,8.31,48.9
11TD400000562-LG,Line,8.31,48.9
11TD400000585-LV,Line,8.33,48.92
11TD400000552-LL,Line,8.31,48.9
11TD400000547-L6,Line,8.31,48.9
11T0-D4NOEIC-003,Line,8.45,49.2
11T0-D4NOEIC-004,Line,8.469999999999999,49.22000000000001
11TD400000526-LK,Line,9.88,48.31
11TD400000535-LJ,Line,9.88,48.31
11TD400000593-LY,Line,9.88,48.31
14T-380-0-0434BN,Line,15.88372,48.32866
14T-380-0-00433L,Line,15.88372,48.32866
14T-380-0-0435AM,Line,15.88372,48.32866
11TD400000571-LF,Line,7.96,48.1
11TD400000572-LB,Line,7.98,48.12
11TD400000573-L7,Line,7.96,48.1
11TD400000579-LK,Line,7.96,48.1
11TD400000578-LO,Line,7.98,48.12
11TD400000528-LC,Line,9.38,48.82
11T0-0000-0097-8,Line,8.87,48.32
11TD40000A548-L6,Line,8.87,48.32
14T-220-0-0203CD,Line,14.477577,48.124145
14T-220-0-0201BL,Line,14.477577,48.124145
14T-220-0-0204CA,Line,14.477577,48.124145
14T-220-0-0205AB,Line,14.477577,48.124145
14T-220-0-002027,Line,14.477577,48.124145
14T-221-0-00206Q,Line,14.477577,48.124145
14T-380-0-0434AP,Line,15.73709,48.268738
14T-220-0-00268E,Line,14.174128,46.535923
14T-220-0-0266CH,Line,14.174128,46.535923
11TD400000529-L8,Line,9.18,49.19
11TD400000545-LE,Line,10.12,48.9
11TD400000544-LI,Line,10.12,48.9
14T-220-0-0266AL,Line,13.679869,46.543205
14T-220-0-0266BJ,Line,13.679869,46.543205
11T0-0000-1507-D,Line,9.15,49.15
11TD400000527-LG,Line,9.15,49.15
11TD400000551-LP,Line,9.15,49.15
11TD400000524-LS,Line,9.15,49.15
11TD40000A530-L6,Line,9.38,49.15
11TD400000525-LO,Line,9.15,49.15
11TD400000534-LN,Line,9.65,47.75
11TD40000A536-LJ,Line,9.65,47.75
14T-220-0-0204BC,Line,13.901898,48.081023
14T-220-0-00286C,Line,15.022336,47.398497
14T-220-0-0225A3,Line,15.022336,47.398497
14T-220-0-0226A0,Line,15.042336,47.418497
14T-221-0-00223Q,Line,15.022336,47.398497
14T-220-0-00224Y,Line,15.042336,47.418497
14T-220-0-00287A,Line,15.022336,47.398497
11TD400000543-LM,Line,9.45,49.6
27T-TLI-V210---F,Line,15.1141017,50.6590806
27T-TLI-V451---9,Line,15.1141017,50.6590806
27T-TLI-V452---4,Line,15.1141017,50.6590806
27T-TLI-V209---D,Line,14.7657787,50.1414933
27T-TLI-V400---7,Line,14.7657787,50.1414933
27T-TLI-V454---V,Line,14.7857787,50.1614933
27T-TLI-V422---M,Line,16.4580272,49.3335228
27T-TLI-V423---H,Line,16.4580272,49.3335228
27T-TLI-V434---6,Line,16.4580272,49.3335228
27T-TLI-V415---D,Line,14.5047519,50.0196119
27T-TLI-V480---X,Line,13.8020731,50.5846064
27T-TLI-V431---L,Line,13.4728211,49.7820772
27T-TLI-V433---B,Line,14.421615,49.0276783
27T-TLI-V458---B,Line,17.6488983,49.972515
27T-TLI-V459---6,Line,17.6488983,49.972515
27T-TLI-V412---S,Line,13.3220743,50.3455923
27T-TLI-V420---W,Line,13.3220743,50.3455923
27T-TLI-V430---Q,Line,13.3220743,50.3455923
27T-TLI-V405---J,Line,17.9425447,49.67951
27T-TLI-V473---O,Line,14.3524778,49.1612178
27T-TLI-V474---J,Line,14.3724778,49.18121780000001
27T-TLI-V476---9,Line,14.3524778,49.1612178
27T-TLI-V402---Y,Line,16.6706297,49.8604058
27T-TLI-V253---D,Line,18.3162856,49.7081603
27T-TLI-V254---8,Line,18.3362856,49.72816030000001
27T-TLI-V205---X,Line,14.5304181,50.0850408
27T-TLI-V204---1,Line,14.0709108,49.59512
27T-TLI-V208---I,Line,14.0709108,49.59512
27T-TLI-V453--X5,Line,15.8371808,50.3383211
27T-TLI-V460---8,Line,18.4313886,49.6671203
27T-TLI-V202---B,Line,15.6488028,50.0311943
27T-TLI-V203---6,Line,15.6488028,50.0311943
27T-TLI-V417---3,Line,17.5595769,49.2193025
27T-TLI-V418---Z,Line,17.5595769,49.2193025
27T-TLI-V216---M,Line,13.3333328,49.5903028
27T-TLI-V221---4,Line,13.3333328,49.5903028
27T-TLI-V432---G,Line,13.3333328,49.5903028
27T-TLI-V251---N,Line,17.4980789,49.5060122
27T-TLI-V252---I,Line,17.5180789,49.5260122
27T-TLI-V403---T,Line,17.4980789,49.5060122
27T-TLI-V416MP-N,Line,17.4980789,49.5060122
27T-TLI-V413RM-R,Line,14.3308189,50.0182617
27T-TLI-V414---I,Line,14.3308189,50.0182617
27T-TLI-V475---E,Line,14.3308189,50.0182617
27T-TLI-V435---1,Line,16.1207108,49.10758
27T-TLI-V436---X,Line,16.1407108,49.12758
27T-TLI-V207---N,Line,14.6910172,49.4122656
27T-TLI-V401---2,Line,15.3617453,50.056595
27T-TLI-V490---R,Line,12.6773419,50.1599242
27T-TLI-V201---G,Line,13.6958895,50.394961
27T-TLI-V211---A,Line,13.8220731,50.6046064
27T-TLI-V225---L,Line,13.6958895,50.394961
27T-TLI-V226---G,Line,13.7158895,50.41496100000001
27T-TLI-V410---1,Line,13.7158895,50.41496100000001
27T-TLI-V411---X,Line,13.7358895,50.434961
27T-TLI-V419---U,Line,13.7358895,50.434961
27T-TLI-V428---T,Line,13.6958895,50.394961
27T-TLI-V450---E,Line,13.7158895,50.41496100000001
27T-TLI-V449---C,Line,18.5059508,49.7846711
27T-TLI-V206---S,Line,14.5504181,50.1050408
27T-TLI-V461---3,Line,13.3220743,50.3455923
27T-TLI-V223---V,Line,13.3220743,50.3455923
27T-TLI-V488---U,Line,12.6773419,50.1599242
28T-0000000209-C,Line,14.61418611111111,46.09001666666667
28T-0000000210-Z,Line,14.63418611111111,46.11001666666667
28T-0000000195-U,Line,14.61418611111111,46.09001666666667
28T-0000000208-F,Line,14.61418611111111,46.09001666666667
28T000000000300M,Line,15.72778055555556,46.39306388888889
28T-0000000200-2,Line,13.96835555555556,45.68305555555555
28T-0000000205-O,Line,13.96835555555556,45.68305555555555
28T000000000303G,Line,15.70974722222222,46.5278
28T000000000302I,Line,15.72974722222222,46.5478
28T-0000000206-L,Line,14.3225,46.25750277777778
28T-0000000207-I,Line,14.3425,46.27750277777778
28T000000000301K,Line,15.13305833333333,46.26556111111111
28T-0000000215-K,Line,15.13305833333333,46.26556111111111
28T-0000000196-R,Line,15.13305833333333,46.26556111111111
28T-0000000032-V,Line,15.74974722222222,46.5678
28T-0000000033-S,Line,15.76974722222222,46.5878
22T-BE-IN-LI0130,Line,5.0554179,50.2605414
22T20211201A---V,Line,5.0554179,50.2605414
22T-BE-IN-LI006Y,Line,4.2306882,51.0227382
22T-BE-IN-LI0-52,Line,4.2506882,51.0427382
22T-BE-IN-LI014Z,Line,4.28891829314831,51.291928
22T-BE-IN-LI015X,Line,4.308918293148309,51.311928
22T20161020---3A,Line,3.7804485,51.13273
22T20161020---2C,Line,3.8004485,51.15273000000001
22T20200610----Z,Line,5.66727012750908,50.753002430229
22T20161020---48,Line,5.485657,50.940297
22T-BE-IN-LI0211,Line,5.7943429,49.5667758
22T-BE-IN-LI037N,Line,5.7943429,49.5667758
22T-BE-IN-LI039J,Line,5.7943429,49.5667758
22T-BE-IN-LI035R,Line,5.7943429,49.5667758
22T201907101---C,Line,5.7943429,49.5667758
22T-BE-IN-LI038L,Line,5.7943429,49.5667758
22T20161020----I,Line,3.4690219,50.7824407
22T-BE-IN-LI043S,Line,3.4690219,50.7824407
22T-BE-IN-LI042U,Line,3.4890219,50.80244070000001
22T20161020---1E,Line,3.4890219,50.80244070000001
22T-BE-IN-LI025U,Line,5.4151124,50.5845597
22T-BE-IN-LI026S,Line,5.4151124,50.5845597
22T-BE-IN-LI033V,Line,5.686854,49.999839
22T-BE-IN-LI024W,Line,5.7371521,50.7535088
22T-BE-IN-LI023Y,Line,5.7371521,50.7535088
22T-BE-IN-LI0025,Line,4.2316669,50.880982
22T-BE-IN-LI0017,Line,4.2316669,50.880982
22T20180112---2P,Line,5.8429861,50.375498
22T20180112---3N,Line,5.8629861,50.395498
22T-BE-IN-LI007W,Line,5.8429861,50.375498
22T-BE-IN-LI008U,Line,5.8629861,50.395498
22T-BE-IN-LI034T,Line,5.8429861,50.375498
22T20211201E---B,Line,5.8429861,50.375498
22T-BE-IN-LI0033,Line,4.9037791,50.4886621
22T-BE-IN-LI0203,Line,4.9037791,50.4886621
22T20180112---5J,Line,4.3475565,50.4945735
22T20180112---4L,Line,4.367556499999999,50.5145735
22T-BE-IN-LI019P,Line,4.3475565,50.4945735
22T-BE-IN-LI02AK,Line,4.2559223,51.3223252
22T-BE-IN-LI016V,Line,4.2559223,51.3223252
22T20170512----9,Line,4.2759223,51.3423252
22T20180102----1,Line,4.2759223,51.3423252
22T20180102---3U,Line,3.5376028,51.2066306
22T20180104---2K,Line,3.201208,51.263852
22T20180104---3I,Line,3.221208,51.283852
22T20180104---4G,Line,3.241208,51.303852
22T20180104---5E,Line,3.261208,51.323852
22T20180104---6C,Line,3.201208,51.263852
22T20180104---7A,Line,3.221208,51.283852
22T201908261---Z,Line,5.2865226,50.5122793
22T201908262---U,Line,5.306522599999999,50.53227930000001
22T20180112---6H,Line,5.2865226,50.5122793
22T201908263---P,Line,5.2865226,50.5122793
22T-BE-IN-LI044Q,Line,5.2865226,50.5122793
22T-BE-IN-LI018R,Line,5.2865226,50.5122793
22T-BE-IN-LI036P,Line,5.7551755,49.693509
22T20230704----H,Line,5.7551755,49.693509
22T20180104----Q,Line,3.6036937,51.11457
22T-BE-IN-LI028O,Line,5.6196483,50.6445013
22T-BE-IN-LI027Q,Line,5.6196483,50.6445013
22T20210615----W,Line,5.6196483,50.6445013
22T20211201C---L,Line,5.4963853,50.6027337
22T20211201D---G,Line,5.5163853,50.6227337
22T-BE-IN-LI0300,Line,5.4926766,50.6042062
22T-BE-IN-LI029M,Line,5.4926766,50.6042062
22T20191001D---0,Line,4.307285,51.301149
22T20191001C---5,Line,4.327285,51.32114900000001
22T-BE-IN-LI009S,Line,4.5086732,51.1176635
22T20180112---7F,Line,4.5086732,51.1176635
22T20180102---2W,Line,5.6691551,50.7540061
22T-BE-IN-LI0041,Line,4.6292157,51.1958298
22T-BE-IN-LI0106,Line,4.6292157,51.1958298
22T-BE-IN-LI017T,Line,5.0631678,51.107273
22T20220113----0,Line,5.0831678,51.127273
22T2019092022004,Line,2.91888,51.57556
22T2019092022012,Line,2.86858,51.58236
22T20211201M---8,Line,2.86858,51.58236
22T20211201N---3,Line,2.86858,51.58236
22T20211201O---Z,Line,2.86858,51.58236
22T20190920220-6,Line,2.88858,51.60236
22T20190920227-M,Line,2.91888,51.57556
22T-BE-IN-LI031Z,Line,5.55984,50.590048
22T-BE-IN-LI032X,Line,5.4710296,50.5403648
22T20211201I---S,Line,5.6605574,50.613791
22T20211201J---N,Line,5.6805574,50.633791
22T20211201H---X,Line,5.5065479,49.5494436
22T20211201K---I,Line,3.184779,51.313274
22T20211201L---D,Line,3.184779,51.313274
22T20211201F---6,Line,5.5229391,50.6140601
22T20211201G---1,Line,5.5429391,50.63406010000001
22T20180112---8D,Line,5.2649552,50.5356037
22T20230824----W,Line,5.7751755,49.713509
22T20240228----9,Line,4.649215699999999,51.2158298
31T-0000-A-00200,Line,15.108612,44.991478
31T-0000-A-0023V,Line,16.50167,43.60083
31T-0000-A-0024T,Line,16.52167,43.62083000000001
31T-0000-A-0008R,Line,16.50167,43.60083
31T-0000-A-0021Z,Line,16.50167,43.60083
31T-0000-A-0009P,Line,14.822617,45.292037
31T-0000-A-0016S,Line,14.822617,45.292037
31T-0000-A-0017Q,Line,14.842617,45.312037
31T-0000-A-0018O,Line,14.822617,45.292037
31T-0000-A-0015U,Line,14.822617,45.292037
31T-0000-A-0007T,Line,16.112386,45.667535
31T-0000-A-0005X,Line,16.112386,45.667535
31T-0000-A-0019M,Line,16.132386,45.687535
31T-0000-A-0014W,Line,14.407883,45.35697
31T-0000-A-0013Y,Line,14.90072,44.99182
31T-0000-A-0006V,Line,16.379553,45.500613
31T-0000-A-00014,Line,15.864258,45.67932
31T-0000-A-0022X,Line,16.70209,43.45554
31T-0000-A-00111,Line,16.70209,43.45554
31T-0000-A-00022,Line,16.16076,45.872531
31T-0000-A-0004Z,Line,16.16076,45.872531
31T-0000-A-00030,Line,16.16076,45.872531
15T-M0000003237K,Line,19.57951111,47.22662222
15T-M0000003425J,Line,19.57951111,47.22662222
15T-M0000003238I,Line,19.57951111,47.22662222
15T-M0000003351M,Line,19.57951111,47.22662222
15T-M0000003335K,Line,19.57951111,47.22662222
15T-M0000002902G,Line,19.57951111,47.22662222
15T-M00000001283,Line,21.01224444,46.70594444
15T-M0000002903E,Line,21.01224444,46.70594444
15T-M00000029351,Line,18.6527,47.4738
15T-M00000030240,Line,18.6527,47.4738
15T-M0000003788K,Line,21.6432946,48.0641363
15T-M000000245-R,Line,20.10619167,47.77320833
15T-M0000000246Y,Line,20.10619167,47.77320833
15T-M0000000247W,Line,20.12619167,47.79320833000001
15T-M0000000303B,Line,19,47.25
15T-M0000000299D,Line,19,47.25
15T-M0000000300H,Line,19.02,47.27
15T-M0000000301F,Line,19,47.25
15T-M0000000302D,Line,19.02,47.27
15T-M0000000369I,Line,20.85571944,48.11981111
15T-M0000003239G,Line,19.16235,47.69060556
15T-M00000004029,Line,19.16235,47.69060556
15T-M0000002407Q,Line,19.16235,47.69060556
15T-M000002791-J,Line,17.763519,47.7
15T-M00000004231,Line,17.69448056,47.67583611
15T-M00000004207,Line,17.69448056,47.67583611
15T-M0000002523O,Line,17.69448056,47.67583611
15T-M00000004995,Line,17.1707,46.79019167
15T-M00000027650,Line,17.1707,46.79019167
15T-M0000002766Z,Line,17.1707,46.79019167
15T-M00000004979,Line,17.1707,46.79019167
15T-M0000003052W,Line,21.350198,47.661067
15T-M0000000692B,Line,22.07461944,48.20240833
15T-M0000000780E,Line,18.01603611,47.10734167
15T-M0000000781C,Line,18.01603611,47.10734167
15T-M0000003193E,Line,18.83280278,47.33801389
15T-M0000003336I,Line,18.83280278,47.33801389
15T-M0000004163I,Line,20.9369524,47.7847768
15T-M0000002266I,Line,18.84283056,46.60520556
15T-M0000002267G,Line,18.84283056,46.60520556
15T-M0000003194C,Line,18.84283056,46.60520556
15T-M00000010193,Line,18.84283056,46.60520556
15T-M0000001020I,Line,18.84283056,46.60520556
15T-M0000001128Z,Line,20.97155278,47.94208333
15T-M00000002433,Line,20.97155278,47.94208333
15T-M00000002441,Line,20.99155278,47.96208333000001
15T-M0000000370X,Line,20.97155278,47.94208333
15T-M0000000371V,Line,20.99155278,47.96208333000001
15T-M0000004164G,Line,20.97155278,47.94208333
15T-M0000003424L,Line,22.19,48.065
15T-M0000003787M,Line,22.19,48.065
15T-M0000001254U,Line,20.15134444,47.204775
15T-M0000004360G,Line,19.20538611,47.32016111
15T-M00000043583,Line,19.35,47.55
15T-M00000043591,Line,19.37,47.57
19T110000006711L,Line,22.58,51.2
19T110000006712J,Line,22.58,51.2
19T1100000067179,Line,22.58,51.2
19T110000006768T,Line,18.54,52.01
19T110000006769R,Line,18.56,52.03
19T1100000067535,Line,19.14,50.83
19T1100000064595,Line,19.17,50.09
19T110000006749X,Line,19.17,50.09
19T000000000482S,Line,18.96,50.79
19T110000006723E,Line,21.93,50
19T1100000064498,Line,16.19,50.75
19T000000000338Z,Line,19.21,49.84
19T110000006757Y,Line,19.21,49.84
19T110000006758W,Line,19.23,49.86000000000001
19T1100000064692,Line,19.21,49.84
19T110000006440Q,Line,19.29,50.16
19T110000006441O,Line,19.31,50.18
19T110000006460K,Line,19.29,50.16
19T110000006461I,Line,19.29,50.16
19T110000006463E,Line,19.29,50.16
19T110000006462G,Line,19.29,50.16
19T110000006464C,Line,19.31,50.18
19T000000006389P,Line,19.29,50.16
19T110000006455D,Line,17.88,53.09
19T110000006456B,Line,17.9,53.11000000000001
19T110000006778Q,Line,17.88,53.09
19T1100000067195,Line,23.44,51.18
19T110000006725A,Line,21.67,50.51
19T1100000067276,Line,21.67,50.51
19T110000006448A,Line,15.68,50.89
19T0000000013147,Line,16.29,51.39
19T0000000013155,Line,16.29,51.39
19T000000006416B,Line,16.29,51.39
19T0000000064179,Line,16.31,51.41
19T110000006759U,Line,19.58,50.24
19T110000006766X,Line,16.99,52.44
19T110000006447C,Line,16.99,52.44
19T000000000377P,Line,17.87,50.75
19T0000000063911,Line,17.89,50.77
19T000000006412J,Line,17.87,50.75
19T0000000013252,Line,16.1,54.13
19T000000000489E,Line,22.32,53.77
19T0000000013325,Line,18.44,54.34
19T110000006432P,Line,18.14,54.34
19T110000006430T,Line,18.14,54.34
19T1100000064676,Line,18.14,54.34
19T1100000064684,Line,18.16,54.36000000000001
19T000000006395U,Line,18.71,54.34
19T000000006406E,Line,14.58,53.5
19T1100000067721,Line,14.58,53.5
19T000000006405G,Line,15.27,52.75
19T000000006413H,Line,15.27,52.75
19T000000000448S,Line,17.97,50.61
19T000000000291Z,Line,18.8,53.45
19T0000000013260,Line,18.8,53.45
19T110000006439B,Line,18.85,50.23
19T110000006783X,Line,18.85,50.23
19T1100000067551,Line,19.17,50.8
19T1100000067624,Line,19.27,50.33
19T110000006693Y,Line,19.56,51.76
19T110000006695U,Line,19.56,51.76
19T110000006705G,Line,19.56,51.76
19T110000006706E,Line,19.56,51.76
19T0000000004504,Line,18.11,53.14
19T110000006777S,Line,18.11,53.14
19T110000006799I,Line,18.13,53.16
19T110000006684Z,Line,19.34,50.78
19T110000006687T,Line,19.32,50.76
19T110000006689P,Line,19.36,50.8
19T110000006748Z,Line,19.32,50.76
19T1100000067543,Line,19.32,50.76
19T1100000067446,Line,19.05,50.27
19T000000006408A,Line,19.05,50.27
19T1100000067632,Line,18.2,50.34
19T110000006733B,Line,20.41,50.9
19T1100000067357,Line,20.41,50.9
19T1100000067373,Line,20.41,50.9
19T110000006740E,Line,20.64,50.91
19T1100000067527,Line,20.94,50.06
19T1100000067616,Line,19.31,50.34
19T1100000067705,Line,18.3,52.19
19T1100000067713,Line,18.32,52.21
19T0000000003508,Line,18.84,50.13
19T000000006424C,Line,21.46,51.66
19T0000000063717,Line,21.46,51.66
19T110000006713H,Line,21.46,51.66
19T110000006715D,Line,21.48,51.68
19T1100000067292,Line,21.46,51.66
19T110000006731F,Line,21.48,51.68
19T110000006793U,Line,21.46,51.66
19T110000006796O,Line,21.46,51.66
19T000000006404I,Line,14.48,53.2
19T0000000013236,Line,14.5,53.22000000000001
19T0000000013244,Line,14.48,53.2
19T0000000013171,Line,17.3,51.77
19T0000000013228,Line,17.3,51.77
19T000000006415D,Line,17.32,51.79000000000001
19T1100000067438,Line,19.14,50.35
19T0000000013139,Line,19.14,50.35
19T0000000064195,Line,16.59,51.88
19T000000001293Q,Line,22.15,53.18
19T000000001294O,Line,22.17,53.2
19T0000000063741,Line,22.15,53.18
19T000000006376Y,Line,22.17,53.2
19T000000001299E,Line,22.15,53.18
19T1100000067608,Line,19.46,50.5
19T110000006765Z,Line,20.1,50.1
19T000000000369O,Line,15.12,51.09
19T0000000003702,Line,15.14,51.11000000000001
19T0000000003710,Line,15.12,51.09
19T000000000372Z,Line,15.14,51.11000000000001
19T000000000378N,Line,15.12,51.09
19T000000000382W,Line,15.12,51.09
19T110000006437F,Line,15.12,51.09
19T110000006688R,Line,21.29,52.23
19T000000000486K,Line,21.29,52.23
19T000000006393Y,Line,21.29,52.23
19T000000006422G,Line,23.18,50.71
14T-220-0-002205,Line,20.88,52.22
19T110000006694W,Line,20.88,52.22
19T110000006700Q,Line,20.88,52.22
19T110000006803G,Line,20.88,52.22
19T110000006704I,Line,20.88,52.22
19T000000000299J,Line,14.93,53.35
19T110000006453H,Line,14.93,53.35
19T110000006774Y,Line,14.93,53.35
19T110000006791Y,Line,20.88,52.29
19T110000006454F,Line,18.56,49.94
19T1100000067810,Line,20.35,53.83
19T110000006699M,Line,20.76,52.21
19T110000006701O,Line,20.76,52.21
19T110000006788N,Line,20.76,52.21
19T000000006394W,Line,20.76,52.21
19T000000000456T,Line,21.62,53.11
19T000000006369V,Line,21.62,53.11
19T1100000066903,Line,17.85,51.64
19T1100000066911,Line,17.85,51.64
19T110000006794S,Line,21.38,50.95
19T110000006696S,Line,19.36,51.65
19T110000006698O,Line,19.38,51.67
