CNE_EIC,Type,lng,lat
11TD8T401WU12-0Y,Transformer,12.9419,52.5609
11TD8T402WU12--S,Transformer,12.9419,52.5609
11T0-0000-1900-E,Transformer,10.1598,53.555
11T0-0000-1901-B,Transformer,10.1598,53.555
11T0-0000-1902-8,Transformer,10.1598,53.555
11T0-0000-1903-5,Transformer,10.1598,53.555
14T-38220-DR0410,Transformer,15.88372,48.32866
14T-38220-DR042Z,Transformer,15.88372,48.32866
14T-38220-EH0425,Transformer,14.477577,48.124145
14T-38220-EH0417,Transformer,14.477577,48.124145
14T-22220-EHPST5,Transformer,14.477577,48.124145
14T-38220-LI041Y,Transformer,12.805809,46.82507
14T-38220-LI042W,Transformer,12.805809,46.82507
14T-22220-LIPSTW,Transformer,12.805809,46.82507
14T-38220-OS0413,Transformer,14.682415,46.669498
14T-RHU43-OS---K,Transformer,14.682415,46.669498
14T-38220-OS0421,Transformer,14.682415,46.669498
14T-38220-SP041V,Transformer,13.139648,48.112933
14T-38220-SP042T,Transformer,13.139648,48.112933
14T-38220-SP043R,Transformer,13.139648,48.112933
14T-38220-TA041Q,Transformer,12.739695,47.277609
14T-38220-TA042O,Transformer,12.739695,47.277609
14T-22220-TAPSTO,Transformer,12.739695,47.277609
14T-22220-TEPST4,Transformer,16.064545,47.707309
14T-38220-WT041O,Transformer,10.872405,47.243981
14T-38221-SO041S,Transformer,16.420945,48.128126
14T-38220-SO042Y,Transformer,16.420945,48.128126
14T-38220-ZZ041D,Transformer,11.898221,47.236165
14T-38220-ZZ042B,Transformer,11.898221,47.236165
14T-38220-RHU41V,Transformer,16.79826,48.60603
14T-RHU43-TA---6,Transformer,12.739695,47.277609
14T-220-220-NR1Y,Transformer,10.506418,46.858708
14T-220-220-NR2W,Transformer,10.506418,46.858708
14T-38220-LI043U,Transformer,12.805809,46.82507
27T-TR-CSTT401-T,Transformer,14.7657787,50.1414933
27T-TR-HRAT402-B,Transformer,13.3220743,50.3455923
27T-TR-PRNT401X5,Transformer,17.4980789,49.5060122
27T-TR-SOKT401-H,Transformer,16.6966224,49.1156709
27T-HRD4T451---Y,Transformer,13.3220743,50.3455923
27T-HRD4T452---T,Transformer,13.3220743,50.3455923
27T-HRD4T453---O,Transformer,13.3220743,50.3455923
27T-HRD4T454---J,Transformer,13.3220743,50.3455923
28T-0000001324-8,Transformer,14.61418611111111,46.09001666666667
28T0000000008790,Transformer,14.61418611111111,46.09001666666667
28T-0000001321-H,Transformer,14.61418611111111,46.09001666666667
28T-0000001322-E,Transformer,14.61418611111111,46.09001666666667
28T000000000304E,Transformer,15.72778055555556,46.39306388888889
28T000000000305C,Transformer,15.72778055555556,46.39306388888889
28T-0000001841-L,Transformer,14.49444722222222,46.09779444444445
28T-0000001842-I,Transformer,14.49444722222222,46.09779444444445
28T-0000001937-2,Transformer,15.49389444444444,45.95918611111112
28T-0000001939-X,Transformer,15.49389444444444,45.95918611111112
28T-0000002124-C,Transformer,15.70974722222222,46.5278
28T0000000001652,Transformer,15.70974722222222,46.5278
28T-0000002261-0,Transformer,14.3225,46.25750277777778
28T-0000002262-Y,Transformer,14.3225,46.25750277777778
28T0000000001660,Transformer,15.13305833333333,46.26556111111111
28T-0000002372-P,Transformer,15.13305833333333,46.26556111111111
28T-0000002373-M,Transformer,15.13305833333333,46.26556111111111
"28T-0000001569-4, 28T-0000001568-7",Transformer,13.96835555555556,45.68305555555555
28T-0000002374-J,Transformer,15.13305833333333,46.26556111111111
28T-0000001565-G,Transformer,13.96835555555556,45.68305555555555
28T-0000001566-D,Transformer,13.96835555555556,45.68305555555555
28T-0000001567-A,Transformer,13.96835555555556,45.68305555555555
28T0000000002349,Transformer,13.96835555555556,45.68305555555555
22T20211201AF--4,Transformer,5.7943429,49.5667758
22T-BE-PST--001W,Transformer,5.7739249,51.1213005
22T-BE-PST--002U,Transformer,5.7739249,51.1213005
22T-BE-PST--003S,Transformer,4.248123,51.36953
22T20161020---56,Transformer,4.248123,51.36953
22T-BE-PST--004Q,Transformer,4.3739438,50.395965
22T20211201T---A,Transformer,5.7943429,49.5667758
22T20211201V---0,Transformer,5.7943429,49.5667758
22T20211201W---W,Transformer,5.8429861,50.375498
22T20211201X---R,Transformer,5.6691551,50.7540061
22T20211201Y---M,Transformer,5.6691551,50.7540061
22T20211201Z---H,Transformer,5.4710296,50.5403648
22T20211201AA--O,Transformer,5.4710296,50.5403648
22T20211201AB--K,Transformer,3.184779,51.313274
22T20211201AC--G,Transformer,3.184779,51.313274
22T20211201AD--C,Transformer,3.184779,51.313274
22T20211201AE--8,Transformer,3.184779,51.313274
22T202305111---Y,Transformer,4.248123,51.36953
22T202305112---T,Transformer,4.248123,51.36953
31T-0000-B-0004S,Transformer,16.50167,43.60083
31T-0000-B-0005Q,Transformer,16.50167,43.60083
31T-0000-B-0002W,Transformer,14.822617,45.292037
31T-0000-B-0003U,Transformer,14.822617,45.292037
31T-0000-B-0001Y,Transformer,16.16076,45.872531
15T-M0000001145Z,Transformer,20.97155278,47.94208333
15T-M0000000817H,Transformer,18.83280278,47.33801389
15T-M0000000818F,Transformer,18.83280278,47.33801389
19T1100000064579,Transformer,19.29,50.16
19T1100000064587,Transformer,19.29,50.16
19T0000000035667,Transformer,16.1,54.13
19T110000006503S,Transformer,18.44,54.34
19T110000006511T,Transformer,18.8,53.45
19T110000006523M,Transformer,19.32,50.76
19T110000006524K,Transformer,19.32,50.76
19T110000006525I,Transformer,19.32,50.76
19T110000006526G,Transformer,19.32,50.76
19T110000006530P,Transformer,20.41,50.9
19T110000006540M,Transformer,21.46,51.66
19T000000003616I,Transformer,14.48,53.2
19T000000003617G,Transformer,14.48,53.2
19T1100000065478,Transformer,19.14,50.35
19T000000004057N,Transformer,15.12,51.09
19T000000004058L,Transformer,15.12,51.09
19T0000000063830,Transformer,15.12,51.09
19T000000006384Z,Transformer,15.12,51.09
19T000000006385X,Transformer,15.12,51.09
19T000000006386V,Transformer,15.12,51.09
19T110000006561E,Transformer,15.12,51.09
19T110000006562C,Transformer,15.12,51.09
19T1100000065648,Transformer,21.29,52.23
19T1100000065818,Transformer,20.35,53.83
19T1100000065842,Transformer,20.76,52.21
19T1100000065850,Transformer,20.76,52.21
19T000000006378U,Transformer,21.62,53.11
19T110000006597U,Transformer,18.24,52.3
19T110000006601S,Transformer,21.33,50.44
19T0000000064187,Transformer,16.08,51.5
19T110000006626C,Transformer,19.33,51.32
19T110000006627A,Transformer,19.33,51.32
19T110000006633F,Transformer,21.87,50.19
19T110000006634D,Transformer,21.87,50.19
19T000000003947W,Transformer,16.35,50.85
19T000000003959P,Transformer,18.54,50.12
19T110000006830D,Transformer,23.44,51.18
19T110000006831B,Transformer,23.44,51.18
17T000000014478N,Transformer,6.41956817107442,45.6615236407012
17T000000016016E,Transformer,6.41956817107442,45.6615236407012
17T-FR-00000065R,Transformer,-1.43019090532984,43.4214336121191
17T000000014153E,Transformer,2.25044918814436,49.9395954803658
17T000000014154C,Transformer,2.25044918814436,49.9395954803658
17T000000014162D,Transformer,1.91405581912295,50.9214507970297
17T000000014163B,Transformer,1.91405581912295,50.9214507970297
17T0000000141738,Transformer,3.08221668232009,50.5253270809353
17T0000000141746,Transformer,3.08221668232009,50.5253270809353
17T0000000141754,Transformer,3.08221668232009,50.5253270809353
17T0000000145075,Transformer,0.163291890494606,47.2241502780614
17T000000014510G,Transformer,7.19148780729103,43.8031108323968
17T000000014511E,Transformer,7.19148780729103,43.8031108323968
17T0000000145237,Transformer,4.92656161125657,45.0182479374495
17T0000000145245,Transformer,4.92656161125657,45.0182479374495
17T0000000145326,Transformer,2.80396730284699,42.7324125110328
17T0000000145334,Transformer,2.80396730284699,42.7324125110328
17T000000015933K,Transformer,2.80396730284699,42.7324125110328
17T000000014547U,Transformer,3.29433077255093,46.2732543873449
17T000000014548S,Transformer,3.29433077255093,46.2732543873449
17T000000014549Q,Transformer,3.29433077255093,46.2732543873449
17T000000014558P,Transformer,6.09761697924598,48.8573866081703
17T000000014559N,Transformer,6.09761697924598,48.8573866081703
17T000000014564U,Transformer,6.83583405616163,43.594961825137
17T000000014565S,Transformer,6.83583405616163,43.594961825137
17T000000014572V,Transformer,5.02296936678213,45.8389034541082
17T000000014573T,Transformer,5.02296936678213,45.8389034541082
17T000000014581U,Transformer,5.83233275062647,43.690931579958
17T000000014582S,Transformer,5.83233275062647,43.690931579958
17T000000014583Q,Transformer,-0.682135159664402,45.2576410041598
17T000000014586K,Transformer,2.21391667962722,45.2462869028083
17T000000016006H,Transformer,-3.30332748983297,47.8806049912872
17T-FR-000000422,Transformer,-0.887497741257109,44.0128119377753
17T-FR-000000430,Transformer,-0.887497741257109,44.0128119377753
17T000000016043B,Transformer,3.93404365318946,49.9739308579655
17T0000000146063,Transformer,0.514030971657274,43.1717002784053
17T0000000146071,Transformer,0.514030971657274,43.1717002784053
17T000000014198T,Transformer,2.05874744972188,49.0482708028672
17T000000014199R,Transformer,2.05874744972188,49.0482708028672
17T000000014200V,Transformer,2.05874744972188,49.0482708028672
17T000000014201T,Transformer,2.05874744972188,49.0482708028672
17T000000014617Z,Transformer,1.80279562711533,47.8754660282982
17T000000014618X,Transformer,1.80279562711533,47.8754660282982
17T000000014626Y,Transformer,4.690080676406,45.8186969279591
17T000000014627W,Transformer,4.690080676406,45.8186969279591
17T000000014210S,Transformer,2.86531171201625,48.3892891681066
17T000000014211Q,Transformer,2.86531171201625,48.3892891681066
17T000000016084Y,Transformer,2.86531171201625,48.3892891681066
17T000000014215I,Transformer,2.31970791500947,48.5514071019885
17T000000014216G,Transformer,2.31970791500947,48.5514071019885
17T000000014217E,Transformer,2.31970791500947,48.5514071019885
17T000000014652X,Transformer,-1.87056027920247,47.285813876175
17T000000014653V,Transformer,-1.87056027920247,47.285813876175
17T000000014654T,Transformer,-1.87056027920247,47.285813876175
17T000000014655R,Transformer,-1.87056027920247,47.285813876175
17T000000014663S,Transformer,6.29655058258266,46.0840277866049
17T000000014664Q,Transformer,6.29655058258266,46.0840277866049
17T000000014676J,Transformer,5.70942886172664,45.1063529753883
17T000000014677H,Transformer,5.70942886172664,45.1063529753883
17T000000014685I,Transformer,4.13857824967324,48.3441159922747
17T000000014686G,Transformer,4.13857824967324,48.3441159922747
17T000000014687E,Transformer,4.13857824967324,48.3441159922747
17T000000014694H,Transformer,-0.435374372589821,45.0684008430684
17T000000014695F,Transformer,-0.435374372589821,45.0684008430684
17T0000000147051,Transformer,1.85597870339157,48.1065773106165
17T0000000147132,Transformer,-0.114520434386796,47.2086068279443
17T000000014715Z,Transformer,-0.114520434386796,47.2086068279443
17T000000014716X,Transformer,-0.114520434386796,47.2086068279443
17T000000014717V,Transformer,-0.114520434386796,47.2086068279443
17T000000014725W,Transformer,-1.55612165809,48.0929357209981
17T000000014726U,Transformer,-1.55612165809,48.0929357209981
17T000000014727S,Transformer,0.822655251389714,44.1026752660293
17T000000014734V,Transformer,4.71879731015931,45.5429655935769
17T000000014735T,Transformer,4.71879731015931,45.5429655935769
17T000000014738N,Transformer,1.62101264712695,46.4580848992097
17T000000014739L,Transformer,1.62101264712695,46.4580848992097
17T000000014784G,Transformer,4.90696229113124,43.453865436476
17T000000014141L,Transformer,6.16287281543297,46.8720702644557
17T000000014818P,Transformer,6.02850795688249,45.4711393481762
17T000000014819N,Transformer,6.02850795688249,45.4711393481762
17T000000016003N,Transformer,-0.854999126938909,47.3102683963121
17T000000014850T,Transformer,2.67851359809667,43.2417763508751
17T000000014851R,Transformer,2.67851359809667,43.2417763508751
17T0000000142718,Transformer,2.88599626835307,50.336635493223
17T000000014853N,Transformer,5.80385027938043,46.0559221802
17T000000014854L,Transformer,5.80385027938043,46.0559221802
17T0000000148876,Transformer,-0.517818507206261,46.2190190838142
17T0000000148884,Transformer,-0.517818507206261,46.2190190838142
17T0000000148892,Transformer,-0.517818507206261,46.2190190838142
17T0000000148965,Transformer,4.71107849457359,46.629546395794
17T0000000148973,Transformer,4.71107849457359,46.629546395794
17T000000014135G,Transformer,4.50274444517701,46.7472894219476
17T0000000142815,Transformer,0.14819482044824,49.4775377946495
17T0000000142823,Transformer,0.14819482044824,49.4775377946495
17T000000014991B,Transformer,4.58332411264498,43.8300760959797
17T0000000149929,Transformer,4.58332411264498,43.8300760959797
17T0000000149961,Transformer,-0.071711813723343,46.8017167570599
17T000000014998Y,Transformer,-0.071711813723343,46.8017167570599
17T000000014287U,Transformer,2.93783713895912,49.6576746598042
17T000000014288S,Transformer,2.93783713895912,49.6576746598042
17T000000014289Q,Transformer,2.93783713895912,49.6576746598042
17T000000014295V,Transformer,-1.26055474596773,48.5637985739323
17T0000000150494,Transformer,1.27334372826284,43.8168140819519
17T000000015050J,Transformer,1.27334372826284,43.8168140819519
17T000000016165Y,Transformer,1.82824314360794,50.0108783242458
17T000000015060G,Transformer,7.30653375058812,48.0836766136601
17T000000015061E,Transformer,7.30653375058812,48.0836766136601
17T000000015150F,Transformer,6.6637700569213,47.3672061368288
17T000000015151D,Transformer,6.6637700569213,47.3672061368288
17T000000015152B,Transformer,6.6637700569213,47.3672061368288
17T000000014305H,Transformer,1.78440399346814,50.9035038738179
17T000000014306F,Transformer,1.78440399346814,50.9035038738179
17T0000000151555,Transformer,7.52598185126324,48.6117673158279
17T0000000151563,Transformer,7.52598185126324,48.6117673158279
17T0000000151571,Transformer,7.52598185126324,48.6117673158279
17T0000000151822,Transformer,2.26029193187854,47.1019746048418
17T000000016017C,Transformer,-0.593688906876824,43.3859388377176
17T0000000151911,Transformer,-4.19346975313612,48.4441078888144
17T000000015193Y,Transformer,-4.19346975313612,48.4441078888144
17T000000014314G,Transformer,3.29149913566756,50.2972897351146
17T000000014315E,Transformer,3.29149913566756,50.2972897351146
17T0000000143196,Transformer,4.62692408475599,49.9058427913452
17T000000014320L,Transformer,4.62692408475599,49.9058427913452
17T000000014321J,Transformer,4.62692408475599,49.9058427913452
17T000000014322H,Transformer,1.74146256292775,48.9331532673774
17T000000014323F,Transformer,1.74146256292775,48.9331532673774
17T000000014324D,Transformer,1.74146256292775,48.9331532673774
17T000000014325B,Transformer,1.74146256292775,48.9331532673774
17T000000015225A,Transformer,4.97469122087385,45.6745419156092
17T0000000152268,Transformer,4.97469122087385,45.6745419156092
17T0000000152276,Transformer,4.97469122087385,45.6745419156092
17T0000000143285,Transformer,2.6470246166188,48.779175213201
17T0000000143293,Transformer,2.6470246166188,48.779175213201
17T000000014330I,Transformer,2.6470246166188,48.779175213201
17T000000014331G,Transformer,2.6470246166188,48.779175213201
17T000000015248Z,Transformer,5.79285266346651,49.4837963582249
17T0000000159657,Transformer,5.79285266346651,49.4837963582249
17T0000000152535,Transformer,-0.551383812201978,45.0102182613891
17T0000000152543,Transformer,-0.551383812201978,45.0102182613891
17T0000000152551,Transformer,-0.551383812201978,45.0102182613891
17T000000016283S,Transformer,-0.551383812201978,45.0102182613891
17T000000015293U,Transformer,6.02238950793092,43.277071377877
17T000000015294S,Transformer,6.02238950793092,43.277071377877
17T0000000159754,Transformer,-1.00864169038599,47.9864352304105
17T000000015322C,Transformer,6.58333492549211,45.2051892609565
17T0000000143439,Transformer,2.43288509429621,49.033818012543
17T0000000143447,Transformer,2.43288509429621,49.033818012543
17T0000000143455,Transformer,2.43288509429621,49.033818012543
17T0000000143463,Transformer,2.43288509429621,49.033818012543
17T0000000143471,Transformer,2.43288509429621,49.033818012543
17T0000000162077,Transformer,-2.87825551987044,48.4298975734692
17T000000015330D,Transformer,-2.87825551987044,48.4298975734692
17T000000014136E,Transformer,5.01887146389949,43.8268377459967
17T0000000154066,Transformer,5.02297148188262,43.3612195370008
17T000000015449P,Transformer,0.240231374010028,47.8862787712084
17T0000000154503,Transformer,0.240231374010028,47.8862787712084
17T000000015482R,Transformer,5.34321077811687,43.4467149583939
17T000000015483P,Transformer,5.34321077811687,43.4467149583939
17T000000015484N,Transformer,5.34321077811687,43.4467149583939
17T000000014138A,Transformer,1.93059597250462,49.288126177833
17T000000015487H,Transformer,4.99683394530964,48.8181604679862
17T000000015938A,Transformer,4.99683394530964,48.8181604679862
17T000000014393V,Transformer,0.734966758166825,49.3433196665333
17T000000014394T,Transformer,0.734966758166825,49.3433196665333
17T000000014396P,Transformer,0.734966758166825,49.3433196665333
17T0000000155321,Transformer,2.68894528914137,44.7791332500644
17T000000015534Y,Transformer,2.68894528914137,44.7791332500644
17T000000015535W,Transformer,3.26969599285034,45.8131620263656
17T000000015536U,Transformer,3.26969599285034,45.8131620263656
17T0000000161291,Transformer,3.26969599285034,45.8131620263656
17T000000015569F,Transformer,-0.614079179868418,44.6138402770216
17T000000015570U,Transformer,-0.614079179868418,44.6138402770216
17T000000016008D,Transformer,-0.614079179868418,44.6138402770216
17T000000014405D,Transformer,2.57416620817759,48.9745217924036
17T000000016211G,Transformer,2.57416620817759,48.9745217924036
17T000000015574M,Transformer,7.51926065026449,48.3569216838898
17T000000015581P,Transformer,3.74114619625556,47.8864289446689
17T0000000156026,Transformer,3.74114619625556,47.8864289446689
17T000000015606Z,Transformer,7.47257338728557,47.6467753384597
17T000000015607X,Transformer,7.47257338728557,47.6467753384597
17T000000015647L,Transformer,6.70372481459683,49.1383381137734
17T000000015659E,Transformer,3.21209837801827,46.9910202799557
17T000000015660T,Transformer,3.21209837801827,46.9910202799557
17T000000015732U,Transformer,2.53570689389518,47.7462973757555
17T000000015733S,Transformer,2.53570689389518,47.7462973757555
17T000000015737K,Transformer,3.7163662229341,43.6331251535563
17T000000015738I,Transformer,3.7163662229341,43.6331251535563
17T000000015739G,Transformer,3.7163662229341,43.6331251535563
17T000000015763J,Transformer,4.64332500410721,44.014730839721
17T000000015764H,Transformer,4.64332500410721,44.014730839721
17T000000014422D,Transformer,2.25902795828815,49.2173619551251
17T000000014423B,Transformer,2.25902795828815,49.2173619551251
17T000000014432A,Transformer,-0.264287505739825,49.1086030465921
17T0000000144338,Transformer,-0.264287505739825,49.1086030465921
17T0000000159665,Transformer,6.47509050425646,43.5102150113091
17T0000000159673,Transformer,6.47509050425646,43.5102150113091
17T000000018368A,Transformer,4.71397652264189,44.329702574816
17T0000000183698,Transformer,4.71397652264189,44.329702574816
17T000000018370N,Transformer,4.71397652264189,44.329702574816
17T000000018371L,Transformer,4.71397652264189,44.329702574816
17T000000015805T,Transformer,0.649881118515196,46.4656538577362
17T000000015806R,Transformer,0.649881118515196,46.4656538577362
17T0000000144419,Transformer,1.0091933126351,49.4835445953766
17T0000000144427,Transformer,1.0091933126351,49.4835445953766
17T0000000144435,Transformer,1.0091933126351,49.4835445953766
17T000000015819I,Transformer,1.6721102123776,43.6294416399288
17T000000015820X,Transformer,1.6721102123776,43.6294416399288
17T0000000144443,Transformer,4.24049764598261,49.201428655788
17T0000000144451,Transformer,4.24049764598261,49.201428655788
17T000000015848B,Transformer,4.68696485856169,47.3255262929835
17T0000000158499,Transformer,4.68696485856169,47.3255262929835
17T000000015850O,Transformer,4.68696485856169,47.3255262929835
17T000000015851M,Transformer,6.27718746702389,49.1977122527605
17T000000015852K,Transformer,6.27718746702389,49.1977122527605
17T000000015857A,Transformer,6.32591136344114,48.3533884317244
17T0000000158588,Transformer,6.32591136344114,48.3533884317244
17T000000014449U,Transformer,2.23072163171356,48.6772356438035
17T0000000144508,Transformer,2.23072163171356,48.6772356438035
17T0000000144516,Transformer,2.23072163171356,48.6772356438035
17T0000000144524,Transformer,2.23072163171356,48.6772356438035
17T0000000144532,Transformer,2.23072163171356,48.6772356438035
17T000000016051C,Transformer,2.23072163171356,48.6772356438035
17T000000014457V,Transformer,2.66345466459551,48.9040206181369
17T000000014458T,Transformer,2.66345466459551,48.9040206181369
17T000000014459R,Transformer,2.66345466459551,48.9040206181369
17T0000000144605,Transformer,2.66345466459551,48.9040206181369
17T0000000144613,Transformer,2.16078366589692,50.9491817943704
17T0000000144621,Transformer,2.16078366589692,50.9491817943704
17T000000014464Y,Transformer,2.16078366589692,50.9491817943704
17T000000014465W,Transformer,2.16078366589692,50.9491817943704
17T000000014466U,Transformer,2.89666621723428,50.6444256291885
17T000000014467S,Transformer,2.89666621723428,50.6444256291885
17T000000015900Z,Transformer,1.82888819759717,48.8043902843496
24T-KRIZ-T401-02,Transformer,17.66173,48.338059
24T-BYST-T402-1I,Transformer,18.51199,48.666471
24T-BYST-T401-0O,Transformer,18.51199,48.666471
30T-ARAD400AT3-F,Transformer,21.378729,46.183663
30T-BRAD400AT3-3,Transformer,24.89532,44.762245
30T-BRAD400AT4-0,Transformer,25.97213,44.89662
30T-BRAZ400AT3-R,Transformer,25.97213,44.89662
30T-BUCU400AT3-J,Transformer,26.157696,44.402499
30T-BUCU400AT4-R,Transformer,26.157696,44.402499
30T-GUTI400AT5-2,Transformer,26.820331,46.223508
30T-GUTI400AT61W,Transformer,26.820331,46.223508
30T-IERN400AT1-U,Transformer,24.182796,46.466123
30T-LACS400AT3-Q,Transformer,27.854934,45.222798
30T-LACS400AT4-N,Transformer,27.854934,45.222798
30T-MINT400AT3-T,Transformer,22.831124,45.916527
30T-MINT400AT4-Q,Transformer,22.831124,45.916527
30T-PDFE400AT1-A,Transformer,22.56,44.71
30T-PDFE400AT2-7,Transformer,22.56,44.71
30T-PDFE400AT3-4,Transformer,22.56,44.71
30T-ROSI400AT--1,Transformer,23.220763,47.708787
30T-SIBI400AT5-M,Transformer,24.143314,45.788714
30T-SIBI400AT6-J,Transformer,24.143314,45.788714
30T-SLAT400AT1-N,Transformer,24.413424,44.463283
30T-SLAT400AT2-K,Transformer,24.413424,44.463283
30T-UREC400AT--F,Transformer,23.256769,44.971053
30TIERN400AT2--1,Transformer,24.182796,46.466123
30TRESI400AT3--U,Transformer,21.887308,45.303539
49T000000000078O,Transformer,6.95,53.12
49T000000000077Q,Transformer,6.95,53.12
49T000000000184P,Transformer,6.86,53.42
49T000000000183R,Transformer,6.87,53.43
49T000000000181V,Transformer,6.87,53.43
49T000000000182T,Transformer,6.87,53.43
49T000000000187J,Transformer,5.81,52.62
49T000000000185N,Transformer,5.81,52.62
49T000000000186L,Transformer,5.81,52.62
49T000000000188H,Transformer,6.95,53.12
11T0-0000-0019-Y,Transformer,9.73,54.3
11TD2T0000000142,Transformer,9.73,54.3
11TD2T000000246I,Transformer,8.73,52.09
11TD2T000000245K,Transformer,8.73,52.09
11TD2T0000002013,Transformer,9.21,53.9
11TD2T000000208Q,Transformer,9.21,54.085
11TD2T000000209O,Transformer,9.21,54.085
11T0-0000-1608-5,Transformer,8.05,53.33
11TD2T000000035V,Transformer,7.31,53.13
11TD2T000000036T,Transformer,7.31,53.13
11TD2T000000229I,Transformer,7.34,52.93
11TD2T000000230X,Transformer,7.34,52.93
11TD2T000000227M,Transformer,7.34,52.93
11TD2T000000228K,Transformer,7.34,52.93
11T0-0000-1589-C,Transformer,7.35,53.4
11TD2T000000129M,Transformer,8.06,53.55
11TD2T0000001300,Transformer,8.06,53.55
11TD2T000000071R,Transformer,9.2,50.12
11TD2T000000072P,Transformer,9.2,50.12
11TD2T000000070T,Transformer,9.2,50.12
11TD2T000000096B,Transformer,11.58,48.76
11TD2T000000116V,Transformer,9.13,52.54
11TD2T000000117T,Transformer,9.13,52.54
11T0-0000-1889-Y,Transformer,10.06679,52.31535
11T0-0000-1890-K,Transformer,10.06679,52.31535
11TD2T000000143S,Transformer,11.37,48.29
11TD2T000000146M,Transformer,11.93,48.22
11TD2T000000147K,Transformer,11.93,48.22
11TD2T000000155L,Transformer,13.1,48.66
11TD2T000000156J,Transformer,13.1,48.66
11TD2T000000160S,Transformer,10.84,49.38
11TD2T000000172L,Transformer,10.79,53.9
11TD2T000000180M,Transformer,9.25,53.12
11T0-0000-1686-G,Transformer,9.52,53.62
11T0-0000-1687-D,Transformer,9.52,53.62
11TD2T000000206U,Transformer,8.47,53.43
11TD2T000000191H,Transformer,10.36,52.33
11TD2T000000192F,Transformer,10.36,52.33
11T0-0000-1915-W,Transformer,11.11,49.98
11T0-0000-1916-T,Transformer,11.11,49.98
11T0-0000-1917-Q,Transformer,11.11,49.98
11T0-0000-1918-N,Transformer,11.11,49.98
11TD2T0000001975,Transformer,9.4,51.64
11T0-0000-2102-5,Transformer,9.4,51.64
11T0-0000-0082-R,Transformer,9.81,47.14
11T0-0000-0091-Q,Transformer,9.81,47.14
11T0-0000-0092-N,Transformer,9.81,47.14
11T0-0000-0093-K,Transformer,9.81,47.14
11T0-0000-0094-H,Transformer,9.81,47.14
11TD400000023-T9,Transformer,8.31,48.9
11TD400000028-TQ,Transformer,8.31,48.9
11TD400000041-T7,Transformer,7.96,48.1
12T-0000000591-H,Transformer,7.96,47.8
11TD400000127-TO,Transformer,8.62,49.36
11TD400000125-TW,Transformer,8.62,49.36
11TD400000144-TQ,Transformer,9,48.91
11T0-0000-1249-6,Transformer,6.80083,50.9661
11T0-0000-0571-9,Transformer,8.42206,49.6332
11T0-0000-0572-6,Transformer,8.42206,49.6332
11T0-0000-0575-Y,Transformer,6.927,51.4993
11T0-0000-1251-Q,Transformer,7.86583,50.7692
11T0-0000-0589-I,Transformer,7.86583,50.7692
11T0-0000-0595-Q,Transformer,7.12611,51.4517
11T0-0000-0606-H,Transformer,6.77278,49.2914
11T0-0000-0614-J,Transformer,7.72167,51.6758
11T0-0000-0615-G,Transformer,7.72167,51.6758
11T0-0000-0620-R,Transformer,7.03556,52.2033
11T0-0000-1278-Y,Transformer,7.30632,52.4769
11T0-0000-0646-1,Transformer,7.17167,51.3892
11T0-0000-1881-L,Transformer,9.42755,48.0642
11T0-0000-0683-V,Transformer,7.06333,51.6981
11T0-0000-0754-Z,Transformer,6.68472,51.6469
11T0-0000-0759-K,Transformer,6.47528,49.9208
11T0-0000-0758-N,Transformer,6.47528,49.9208
11T0-0000-0760-6,Transformer,6.47528,49.9208
11T0-0000-2133-R,Transformer,6.45694,50.8711
11T0-0000-0796-D,Transformer,6.96583,51.0711
11T0-0000-1674-Q,Transformer,6.96583,51.0711
11T0-0000-0858-I,Transformer,6.80222,51.1247
11T0-0000-1348-4,Transformer,6.80222,51.1247
11T0-0000-0833-4,Transformer,6.7025,51.0097
11T0-0000-0847-P,Transformer,6.97306,50.7967
11T0-0000-2071-M ,Transformer,7.19187,50.7988
11T0-0000-0859-F,Transformer,8.2582,47.6354
11T0-0000-0862-W,Transformer,6.99861,49.3781
11T0-0000-0874-M,Transformer,8.77333,49.9767
11T0-0000-0875-J,Transformer,8.77333,49.9767
11T0-0000-0879-7,Transformer,6.61889,51.4756
11T0-0000-0878-A,Transformer,6.61889,51.4756
11T0-0000-0884-I,Transformer,10.0825,48.2678
11T0-0000-1352-I,Transformer,6.71694,51.5278
11T0-0000-0893-H,Transformer,8.30841,52.3457
11T0-0000-0914-4,Transformer,7.89056,52.2783
11T0-0000-0904-8,Transformer,7.45035,50.4005
